Place,avg_polarity,avg_subjectivity,review_count,dominant_sentiment
Kizhtali Shiva Temple,0.1625,0.6,2,Positive
Basadi Halli,0.1624,0.4782,28,Positive
Kalachakra Stupa,0.1624,0.5057,3,Positive
Chapramari Watchtower,0.1623,0.3305,6,Positive
Theppakadu Elephant Camp,0.1622,0.5161,31,Positive
Rajshree Theatre,0.1621,0.4098,2,Positive
Markanda,0.1621,0.4615,23,Positive
Yamunotri Temple,0.162,0.5681,107,Positive
Sarnath Zoo,0.1619,0.4835,2,Positive
Ganesh Pal,0.1619,0.4825,4,Positive
Konganagiri Murugan Temple,0.1619,0.3119,1,Positive
Nangarta Falls,0.1618,0.5196,6,Positive
Parvathamalai Mountain,0.1618,0.4605,21,Positive
Sri Kukkuteswara Swamy Temple,0.1617,0.4491,27,Positive
Annapurna Devi Mandir,0.1616,0.4929,36,Positive
Deopani Durga Mandir,0.1616,0.526,6,Positive
Sri Chandreshwar Temple,0.1615,0.4537,13,Positive
Naldurg Fort,0.1615,0.4761,13,Positive
Fort St. George,0.1615,0.4122,187,Positive
Sudhanyakhali Watch Tower,0.1615,0.4454,38,Positive
Gorsam Chorten,0.1614,0.3587,11,Positive
Maheshwari Udyan,0.1613,0.464,10,Positive
Pattathipara Waterfall,0.1612,0.4767,10,Positive
Kareng Ghar & Talatal Ghar,0.1612,0.4436,15,Positive
Shatrughna Temple,0.1612,0.4138,8,Positive
Jayamangali Blackbuck Reserve,0.1611,0.4291,16,Positive
Underground Temple,0.1611,0.4985,96,Positive
Gopeshwar Mahadev Temple,0.161,0.2573,4,Positive
Sab Mall,0.161,0.5171,46,Positive
Survaya ki Garhi,0.161,0.446,10,Positive
Sivaganga Gardens,0.161,0.421,21,Positive
St Mark's Church,0.1609,0.4007,4,Positive
Dargah Burhanuddin,0.1608,0.5458,3,Positive
Vasco da Gama Square,0.1607,0.4076,133,Positive
Sri Vadaranyeswarar Temple,0.1607,0.1714,7,Positive
Pratap Art Gallery,0.1607,0.4394,8,Positive
Sher Mandal,0.1606,0.3905,11,Positive
Wish Fullfilling Tree,0.1606,0.4691,35,Positive
Gurudwara Near Fort Lakhpat,0.1604,0.446,25,Positive
Kanchi Mahaswami Satabdhi Mani Mandapam,0.1604,0.4209,8,Positive
Sion Hillock Fort,0.1603,0.419,17,Positive
Chini Ka Rauza,0.1603,0.5121,12,Positive
Kausani Tea Estate,0.1601,0.4581,94,Positive
Gau Ghat,0.1601,0.4076,43,Positive
Balkrishna Maharaja Temple,0.16,0.54,1,Positive
Radha Kund,0.16,0.4764,75,Positive
Diu Museum,0.16,0.3942,103,Positive
Udaygiri Caves,0.1599,0.4103,48,Positive
Karauli Cattle Fair,0.1598,0.3054,2,Positive
Vodarevu Beach,0.1597,0.6255,3,Positive
The Karma Collection,0.1597,0.5153,2,Positive
Chatti Padshahi Gurudwara,0.1597,0.4091,46,Positive
Ramkeli,0.1597,0.5497,9,Positive
Dharmadam Island,0.1597,0.4422,8,Positive
Hariraya Temple,0.1597,0.3819,3,Positive
Alamparai Fort,0.1596,0.4542,24,Positive
Leimapokpam Keirungba Temple,0.1595,0.2119,3,Positive
Caravan Sarai,0.1594,0.5521,4,Positive
Glomax Mall,0.1594,0.3978,23,Positive
Hong Kong Lane,0.1594,0.527,11,Positive
Appu Ghar Amusement Park,0.1594,0.4507,41,Positive
Nilavoor Lake,0.1593,0.508,199,Positive
Kaalikaambaal Temple,0.1592,0.5568,4,Positive
Sri Puthrakameshtiswarar Temple,0.1592,0.4583,2,Positive
Daman Ganga Tourist Complex,0.1591,0.5715,12,Positive
BB Mall,0.1591,0.5316,15,Positive
Home Grace,0.1591,0.5303,2,Positive
Da Parbatia Temple Ruins,0.159,0.355,9,Positive
Dakshina Mukha Nandi Teertha Kalyani Kshetra,0.159,0.3786,33,Positive
Sadashivgad Fort,0.1589,0.5299,37,Positive
Shri Geeta Bhawan Sabha Mandir,0.1589,0.4214,6,Positive
Kalubai Mandir,0.1588,0.54,2,Positive
Thamri Kund,0.1587,0.4519,21,Positive
Wadia Clock Tower,0.1586,0.4538,7,Positive
Jaina Temple Pattadakal,0.1585,0.4171,19,Positive
St John the Evangelist Church,0.1585,0.3877,5,Positive
Kawal Wildlife Sanctuary,0.1584,0.5274,14,Positive
"Deer Park, Ooty",0.1584,0.5162,22,Positive
"D-61, MIDC Industrial Area Hingna Road",0.1583,0.3266,6,Positive
Bijolia Hindu temple,0.1583,0.275,2,Positive
Ghantakarna Mandir,0.1583,0.4917,1,Positive
Gadadhar Ji Temple,0.1583,0.2,3,Positive
Stellar Children's Museum,0.1583,0.565,8,Positive
Treasures Casino,0.1583,0.2958,2,Positive
Bastion Bunglow,0.1583,0.425,3,Positive
Khuriarani Cave,0.1583,0.575,1,Positive
Old Curiosity Shop Kumarakom,0.1583,0.5042,4,Positive
Aundha Nagnath Temple,0.1581,0.4888,51,Positive
Paharganj,0.1581,0.5262,274,Positive
Radha Madhab Temple,0.1579,0.387,9,Positive
Yellow Mosque,0.1579,0.3989,14,Positive
82° East SRMT Mall & Multiplex,0.1579,0.3504,8,Positive
Hatkeshwari Mata Temple Complex,0.1578,0.4698,7,Positive
Kannadi Perumal Temple,0.1578,0.5438,4,Positive
Safa Masjid,0.1578,0.4657,9,Positive
Bogmala Beach,0.1578,0.5587,8,Positive
"Jungle Safari, Naya Raipur",0.1577,0.453,2,Positive
Dixit Wada Museum,0.1576,0.4076,117,Positive
Roza Bal Shrine,0.1576,0.5715,15,Positive
Chandra Sthalam Thingalur (Kailasanthar) Temple,0.1576,0.4209,45,Positive
Sri Prasanna Venkatesa Perumaal,0.1575,0.3698,7,Positive
Sangama at Mecedatu,0.1575,0.5348,59,Positive
Narendra Sarovara,0.1575,0.4331,22,Positive
Gurudwara Tuti Gandhi Sahib,0.1575,0.358,11,Positive
Sisamau Bazaar,0.1575,0.4748,10,Positive
Bhim Pakora,0.1574,0.5636,61,Positive
Kharasahapur Beach,0.1574,0.5468,3,Positive
Kanniga Parameswari Temple,0.1574,0.3492,22,Positive
Navabhrama Temples,0.1573,0.4431,18,Positive
Bhabani Pathak's Tilla,0.1573,0.4075,17,Positive
Agastya Rishi Ashram,0.1571,0.4266,4,Positive
Jhansi Cantonment Cemetery,0.1571,0.5667,4,Positive
Churchgate Railway Station,0.157,0.3594,494,Positive
Arulmigu Gneeliwaneswarar Temple,0.157,0.4709,7,Positive
Baneswar Shiva Temple,0.157,0.4106,17,Positive
Gomang Stupa,0.1568,0.4264,4,Positive
Siva Vishnu Temple,0.1568,0.5783,3,Positive
Shri Kashi Vishwanath Temple (Golden Temple),0.1568,0.4784,1356,Positive
Sri Audikesava Perumal Peyalvar Temple,0.1567,0.3445,7,Positive
Aggarwal Mall,0.1567,0.4607,5,Positive
Bhalki Machan,0.1567,0.4413,10,Positive
The Dagshai Jail Museum,0.1566,0.3194,53,Positive
Victoria Gardens (Jijamata Udyan),0.1566,0.5232,82,Positive
Gulganj Fort,0.1565,0.4685,3,Positive
Pondicherry Museum,0.1564,0.4685,156,Positive
Mizoram State Museum,0.1564,0.4003,38,Positive
Sree Venkatachalapathy Temple,0.1562,0.3688,4,Positive
Palak Wildlife Sanctuary,0.1562,0.5125,1,Positive
Padma Theerthakkara Siva Parvati Temple,0.1562,0.5598,2,Positive
Mathi Temple,0.156,0.4667,4,Positive
The Cave Temple at Kottukal,0.1559,0.3537,14,Positive
Stok Kangri,0.1559,0.5803,10,Positive
Sri Nambinarayana Temple,0.1558,0.4282,9,Positive
Khajji Nag Temple,0.1558,0.4041,60,Positive
Sri Parsawanath Tirthankara Jain Temple,0.1556,0.4632,4,Positive
Thovarimala Ezhuthupara,0.1556,0.1889,3,Positive
Kuruvathi Basaveshwara Temple,0.1556,0.3611,3,Positive
Nadi Narasimhaswamy Temple,0.1555,0.503,13,Positive
Pondicherry Botanical Gardens,0.1555,0.5209,280,Positive
Temple Complex,0.1554,0.5197,13,Positive
Mahatma Gandhi University,0.1553,0.3822,20,Positive
Chandramouleshwara Temple,0.1553,0.4186,18,Positive
Balamuri Ganapati Temple,0.1553,0.3876,13,Positive
Aikatan,0.1551,0.3407,6,Positive
Tazia Tower,0.1551,0.4656,28,Positive
Hemkunt Sahib,0.1549,0.459,27,Positive
Gorakhgad Fort,0.1549,0.6565,19,Positive
Andretta Artists' VIllage,0.1549,0.4956,71,Positive
Kalapani Museum,0.1548,0.3729,58,Positive
Saria Tal,0.1548,0.5168,60,Positive
Abhaya Ganapathy Temple,0.1548,0.5149,2,Positive
Ita Fort,0.1547,0.4298,25,Positive
Gada Shah Palace,0.1547,0.4874,20,Positive
Shripad Shrivallabha Dattatreya Devastan,0.1547,0.4701,22,Positive
Charity Birds Hospital,0.1545,0.5511,32,Positive
Shri Chaubisi Jain Temple,0.1545,0.4517,4,Positive
Koppal Fort,0.1544,0.5281,4,Positive
Pallipuram Fort,0.1543,0.5021,5,Positive
Thadlaskein Lake,0.1543,0.4344,6,Positive
Shri Dattatray Temple,0.1542,0.625,2,Positive
Swarna Bhandar,0.1541,0.448,22,Positive
Orchid City Centre Mall,0.1541,0.4125,7,Positive
Paliam Nalukettu,0.1541,0.5397,13,Positive
Ramnagar Fort,0.1541,0.5092,259,Positive
Kalideh Palace,0.1541,0.4764,25,Positive
Kachari Fort,0.154,0.4708,15,Positive
Metropolis Mall,0.154,0.4034,22,Positive
East End Mall,0.154,0.403,10,Positive
Jwala Mata Mandir,0.1539,0.6378,3,Positive
United Church,0.1539,0.3863,4,Positive
Lata Mangeshkar Musical Garden,0.1538,0.4944,10,Positive
Kottiyoor Mahadeva Temple,0.1538,0.503,20,Positive
Khara Pathar,0.1536,0.5338,10,Positive
The Enjoy City,0.1535,0.5325,23,Positive
Sudama Cave,0.1535,0.4958,4,Positive
Mumbai Zoo (Veermata Jijabai Udyan),0.1534,0.5272,182,Positive
Nimbo Ka Nath,0.1533,0.4567,5,Positive
Maa Shitala Temple,0.1533,0.481,9,Positive
Martand Sun Temple,0.1533,0.4252,34,Positive
Nahar Jharokha,0.1532,0.3079,13,Positive
Ramkund,0.1531,0.5327,282,Positive
S Mall,0.153,0.4898,5,Positive
Surankote Valley,0.153,0.5739,3,Positive
Diwan-e-Am,0.153,0.4736,11,Positive
Jawahar Palace,0.1529,0.4754,11,Positive
Ayyappa Devasthanam,0.1529,0.6249,4,Positive
Kavadi Pat,0.1529,0.6522,7,Positive
Sarod Ghar,0.1528,0.4235,14,Positive
Sree Chamundeswari Temple,0.1527,0.4294,7,Positive
Gidhapahar Mandir Temple,0.1526,0.3801,6,Positive
Gurudwara Tahli Sahib,0.1525,0.4621,4,Positive
Sri Sai Baba Bhaktha Samajam,0.1525,0.515,2,Positive
TUTC Kohima Camp Nagaland,0.1524,0.603,2,Positive
Zanskar Arts Varco,0.1524,0.65,7,Positive
Sowcarpet,0.1524,0.5183,56,Positive
Inmaiyil Nanmai Tharuvar Temple,0.1524,0.3096,13,Positive
Patan Devi Temple,0.1523,0.431,42,Positive
Atibaleshwar Temple,0.1523,0.3307,24,Positive
Cattle Island,0.1523,0.5373,4,Positive
Hanuman Ghat,0.1522,0.4242,11,Positive
Harishchandra Ghat,0.1522,0.4653,97,Positive
Infant Jesus Church,0.152,0.4219,11,Positive
Old Palace (Gagan Mahal),0.152,0.4135,15,Positive
Century 21 Mall,0.152,0.6474,7,Positive
Gyan Bhandar,0.152,0.4616,7,Positive
Nagesh Eco Venture,0.1518,0.6679,1,Positive
Tomb of Mughal Emperor Aurangzeb,0.1518,0.4755,182,Positive
Magadi RanganathaSwamy Temple,0.1517,0.4754,19,Positive
Jeevamatha Church,0.1516,0.291,4,Positive
Ajmeri Gate,0.1516,0.3869,32,Positive
Payal Fort,0.1515,0.3718,7,Positive
Srinivasa Perumal Temple,0.1514,0.3369,9,Positive
Asola Bhatti Wildlife Sanctuary,0.1513,0.4197,17,Positive
Buddhist Vihara,0.1511,0.3997,8,Positive
Shree Dharmachakra Prabhav Jain Shwetamber Teerth,0.1511,0.3944,3,Positive
108 Shiv Mandir,0.151,0.4662,41,Positive
Sri Uttara Guruvayurappan Temple,0.151,0.5182,9,Positive
Kalhatti Falls,0.151,0.5405,104,Positive
Bharath Matha College,0.151,0.3207,2,Positive
Amaravathi Archaeological Museum,0.1509,0.4537,11,Positive
Siju Caves,0.1509,0.3549,3,Positive
Patalathri Narasimhar Temple,0.1508,0.5078,14,Positive
Mahapratyangira Devi Temple,0.1507,0.4476,13,Positive
Dalpat Sagar Lake,0.1507,0.5302,8,Positive
Karneshwar Temple,0.1507,0.4656,14,Positive
The Archaeological Musuem,0.1506,0.378,35,Positive
Chand Pol (Moon Gate),0.1505,0.4253,41,Positive
Gangamoola Hill,0.1505,0.4849,9,Positive
Sankara Narayana Swamy Temple,0.1503,0.3847,11,Positive
Kalimpong Arts & Craft Centre,0.1503,0.3339,8,Positive
Shaheed Bhagat Singh Park,0.1502,0.4714,5,Positive
Shopprix Mall,0.1501,0.4619,38,Positive
Keladevi Wildlife Sanctuary,0.15,0.5241,3,Positive
Tibetan Flags Temple,0.15,0.5417,1,Positive
Chathapurinathar Temple,0.15,0.2,1,Positive
Idgah,0.15,0.1583,2,Positive
The Gatsby Pub,0.15,0.475,2,Positive
Xuan Zang Memorial,0.15,0.3278,6,Positive
Kutagarshala Vihara,0.15,0.625,1,Positive
Ganesh Ji Temple,0.15,0.05,1,Positive
Shri Dattpith Sansthan Pathri,0.15,0.3333,1,Positive
Chris Bottle Crafters Indoor Home Garden,0.15,0.375,4,Positive
Gurudwara Fatehgarh Sahib,0.15,0.4653,5,Positive
Veluthampi Dalawa Memorial Museum,0.15,0.3333,1,Positive
Treebaba,0.15,0.875,2,Positive
Gurudwara Gurusar Sahib Patshahi Chevin,0.15,0.175,2,Positive
Somnath Mahadev Museum,0.15,0.3222,3,Positive
Sothavilai Beach,0.15,0.625,1,Positive
Meditation Park,0.15,0.4101,7,Positive
Todarmal Baradari,0.15,0.05,2,Positive
Kapoor Jewellers,0.15,0.2833,2,Positive
Nauradehi Wildlife Sanctuary,0.15,0.3562,1,Positive
Goa Rafting,0.15,0.25,2,Positive
Khaderpet Flea Market Branded X Port Surplus,0.15,0.3,1,Positive
Double Barrel,0.15,0.325,1,Positive
Arulmigu Badrakaliamman Temple,0.15,0.2562,2,Positive
Panghat Spa by Tattva,0.15,0.6,1,Positive
Sevasi Vidyadhar Vav,0.15,0.6569,4,Positive
Bhikha Behram Well,0.15,0.4,2,Positive
Damri Mahal,0.15,0.15,7,Positive
Bilpakeshwara Temple,0.15,0.55,1,Positive
Dwadash Dwari Fort,0.15,0.325,1,Positive
Gulawat Lotus Valley,0.15,0.267,4,Positive
LM Mall,0.15,0.4444,1,Positive
Sree Ganesh Temple Mullackall,0.15,0.05,1,Positive
Shagma Karphu,0.15,0.7,1,Positive
Raymonds Tomb,0.1499,0.5611,6,Positive
Navghan Kuvo,0.1498,0.4046,9,Positive
Wild Zone Yelagiri,0.1498,0.5144,8,Positive
Induri fort,0.1497,0.4407,6,Positive
Tirrupakuzhi Vijayaraghave Perumal Temple,0.1495,0.2585,9,Positive
Indian Army War Cemetery,0.1495,0.393,15,Positive
Baba's Chavadi,0.1495,0.3757,316,Positive
Kansua Temple,0.1494,0.5022,8,Positive
Sonagiri,0.1494,0.5166,13,Positive
Sundarban Wild Safari,0.1494,0.5062,24,Positive
Red Hill - Lokpaching,0.1494,0.3382,32,Positive
Mother Sanctuary,0.1493,0.4992,19,Positive
Kale Hanumanji Ka Mandir,0.1493,0.551,10,Positive
Nucleus Mall,0.1493,0.4824,33,Positive
Pandav Gufa,0.1491,0.4388,15,Positive
Madumalai Wildlife Sanctuary,0.149,0.5035,48,Positive
Jute Museum,0.1488,0.5455,4,Positive
Kaina Hillock,0.1488,0.541,7,Positive
Shingroba Temple,0.1488,0.3861,9,Positive
Umed Garden,0.1488,0.5403,27,Positive
Sree Mahadeva Temple,0.1487,0.4135,6,Positive
Mamaleshwar Temple,0.1487,0.4581,75,Positive
Sri Pratyangara Devi temple,0.1486,0.6035,6,Positive
Patal Devi Mandir,0.1486,0.5049,13,Positive
Banganga,0.1486,0.466,105,Positive
Dargah of Pir Ismail,0.1486,0.5077,8,Positive
Mendabari Fort,0.1486,0.3477,6,Positive
Bikaner House,0.1486,0.3752,1,Positive
Sri Bedi Anjaneyaswami Temple,0.1485,0.3656,42,Positive
Jorbeer Conservation Reserve,0.1484,0.4266,4,Positive
Tibetan Museum,0.1481,0.4582,347,Positive
Vajreshwari Temple,0.1479,0.4062,6,Positive
Monkey Beach,0.1478,0.527,12,Positive
Bedse Caves,0.1478,0.522,43,Positive
Raghuvanshi Mills,0.1476,0.4013,12,Positive
Rock Painting 1500 BC,0.1476,0.3985,9,Positive
Haridev Ji Temple,0.1475,0.4095,5,Positive
Satindra Mohan Dev Stadium,0.1475,0.4108,8,Positive
Kolkewadi Dam,0.1474,0.7854,4,Positive
Sultanwind Gate,0.1473,0.3585,12,Positive
Mulagandha Kuti Vihar,0.1473,0.54,6,Positive
MGR Film City,0.1472,0.3856,5,Positive
Shri Mandore Bheruji,0.1471,0.4469,7,Positive
"Vedapureeswarar Temple, Puducherry",0.1471,0.3743,9,Positive
Natskies Observatory,0.147,0.5919,6,Positive
Nagni Temple,0.1467,0.4867,5,Positive
Aishbagh Stadium,0.1467,0.3355,10,Positive
Galganatha Temple,0.1467,0.3713,29,Positive
Shakhni Mahadev Temple,0.1467,0.4867,5,Positive
Chail Cricket Ground,0.1466,0.4206,172,Positive
Kanchi Ganesha Temple,0.1465,0.5135,35,Positive
Jahaz Mahal,0.1465,0.4569,11,Positive
Archival Museum,0.1464,0.4726,4,Positive
Khuga Dam,0.1464,0.4673,5,Positive
"Vedapureeswarar temple, Thiruverkadu",0.1464,0.2646,4,Positive
Shree Durgaparameshwari Temple,0.1463,0.3675,7,Positive
Chatham Saw Mill,0.1463,0.4184,386,Positive
Sippighat Farm,0.1463,0.5315,20,Positive
Wari La Pass,0.1463,0.564,6,Positive
Lumbini Jewel Mall,0.1461,0.4279,5,Positive
Siddhavat,0.1461,0.408,50,Positive
Sphatik Shila,0.1461,0.4632,30,Positive
Sri Hridayaleeswarar Temple,0.1461,0.3033,5,Positive
Krazi Chiks,0.1458,0.55,4,Positive
Chamba Central Park,0.1458,0.4328,17,Positive
TR Enjoy World,0.1458,0.5925,2,Positive
Kamnath Mahadev Temple,0.1456,0.4084,20,Positive
The Martin Farm,0.1454,0.4868,72,Positive
Bhaironath Temple,0.1453,0.5475,26,Positive
Mahim Fort,0.145,0.4461,12,Positive
Gopal Gyan Samaj Mandir,0.145,0.5406,4,Positive
Neerja International Inc.,0.145,0.4637,9,Positive
Harvalem Caves,0.1449,0.4105,9,Positive
Kavalur Observatory,0.1449,0.5204,7,Positive
Shanti Nathar Mandir,0.1448,0.274,4,Positive
Gandhi Chowk Street,0.1447,0.4583,82,Positive
Gate of Old Fort,0.1446,0.4547,36,Positive
Gomukh Temple,0.1444,0.4772,25,Positive
Shri Kshetra Gommatagiri Digambar Jain Temple,0.1444,0.4167,3,Positive
Manigandan,0.1444,0.5248,3,Positive
Matangeshwara Temple,0.1443,0.3611,50,Positive
St Mary's Knanaya Church,0.1441,0.2955,12,Positive
Kapal Mochan,0.144,0.4135,7,Positive
Adda52 LIVE,0.1439,0.5578,3,Positive
Kalbhairav Temple,0.1439,0.3347,4,Positive
Mir Jumla’s Tomb,0.1438,0.475,1,Positive
Ajapala Nigrodha Tree,0.1438,0.4931,12,Positive
Rashtriya Shala,0.1437,0.3585,15,Positive
Sathya Narayana Sithar Beedam,0.1435,0.2204,3,Positive
Jessore Sloth Bear Sanctuary,0.1434,0.4927,7,Positive
Padam Palace,0.1434,0.2931,4,Positive
Sharmistha Lake,0.1433,0.2367,2,Positive
1857 Memorial Museum,0.1431,0.4245,23,Positive
White Tiger Safari Rewa,0.143,0.3553,19,Positive
Anamalai Wild Life Sanctuary,0.143,0.4238,37,Positive
Swatantra Sangrama Sangrahalaya,0.1429,0.3755,7,Positive
Government Ayurveda College,0.1429,0.2619,3,Positive
Shri Dattatreya Temple,0.1428,0.5308,19,Positive
Kailash and Kotumsar Cave,0.1428,0.4711,44,Positive
Vasant Square Mall,0.1427,0.3877,27,Positive
RK Mall,0.1427,0.47,13,Positive
Shanti Falls,0.1427,0.5011,15,Positive
Ahmednagar Fort,0.1425,0.4193,35,Positive
Vikram Pendse Cycles,0.1425,0.485,3,Positive
Khammam,0.1425,0.4193,4,Positive
Yellow Stone Temple,0.1424,0.3276,2,Positive
Seerkazhi,0.1423,0.5707,7,Positive
Valanjamkanam Water Falls,0.1422,0.4214,12,Positive
Maramon Convention,0.1422,0.3377,16,Positive
House of Bockage,0.1421,0.3502,11,Positive
Shirota Lake,0.1421,0.407,3,Positive
Sripada Srivallabha Temple,0.142,0.4289,13,Positive
Ganga Golden Jubilee Museum,0.1419,0.3866,17,Positive
Govardhan Hill,0.1418,0.4537,158,Positive
Dasaratha Rameshwara,0.1418,0.3978,3,Positive
Madras Kali Bari,0.1417,0.3,4,Positive
McADIL'S ANTIQUES,0.1417,0.25,2,Positive
Indravati National Park,0.1417,0.3792,4,Positive
Patal Bhuvaneshwar Cave Temple,0.1417,0.5272,109,Positive
CR Mall,0.1417,0.1472,2,Positive
Panjpulla,0.1416,0.4958,361,Positive
Manjeera Reservoir and Dam,0.1415,0.5327,11,Positive
Sree Moolai Anjaneya Temple,0.1414,0.3634,5,Positive
Hasanamba Temple,0.1412,0.4599,29,Positive
Zero Mile Marker,0.1412,0.412,218,Positive
Lal Bazar,0.1411,0.3769,42,Positive
Navagraha Mandir,0.1411,0.3681,41,Positive
Gurdwara Dera Baba Nanak,0.1411,0.4856,4,Positive
Shri Mahaprabhuji Bethak Lakshmankund,0.141,0.331,9,Positive
Shanti Sagar Resort and Water Park,0.141,0.6008,24,Positive
Kabir Chaura Math,0.141,0.6269,4,Positive
Shiva Cave,0.1409,0.5244,17,Positive
Mehandipur Balaji Temple,0.1409,0.5536,110,Positive
Chorla Ghat,0.1406,0.4368,4,Positive
Atria Mall,0.1404,0.5067,47,Positive
The Madman's Farm,0.1404,0.5677,10,Positive
Ramjanamabhoomi,0.1403,0.52,27,Positive
Zojila Pass,0.1403,0.6051,169,Positive
Bindu Madhav Temple,0.1403,0.4759,5,Positive
Manchalamma Temple,0.1403,0.4361,2,Positive
Rang Ghar,0.1403,0.4056,14,Positive
Chinna Kallar Falls,0.1401,0.5201,23,Positive
Dheeran Chinnamalai Statue,0.14,0.1942,4,Positive
Ambika Devi Temple,0.14,0.3933,2,Positive
Shiv Datta Dham,0.14,0.3313,6,Positive
Shri Adhishakthi Temple,0.14,0.5975,1,Positive
Armenian Holy Church Of Nazareth,0.1398,0.3847,16,Positive
Narmadeshwar Mahadev Mandir,0.1398,0.3348,7,Positive
Chausath Yogini Temple,0.1398,0.3488,19,Positive
Jogeshwari Caves,0.1397,0.4819,21,Positive
Sangam,0.1396,0.5848,59,Positive
Chudiya Falls,0.1396,0.5917,2,Positive
Velankanni Beach,0.1392,0.536,153,Positive
New Star Cineplex,0.1392,0.4428,3,Positive
Jayamangali Black Buck Reserve,0.139,0.605,6,Positive
Palaivananathar Temple,0.1389,0.3833,6,Positive
Devaswom Museum,0.1389,0.35,5,Positive
Harihar Fort,0.1389,0.7396,34,Positive
Khallarimatha Temple,0.1389,0.4611,3,Positive
Phoenix Bay Jetty,0.1389,0.4159,168,Positive
Thangal General Temple,0.1389,0.2889,3,Positive
Keoladeo Shiva temple,0.1389,0.4351,62,Positive
Allalanatha Temple,0.1386,0.4171,2,Positive
Vishrambaug Samaj Mandir,0.1385,0.45,4,Positive
Gurdwara Shri Darbar Sahib,0.1385,0.4103,2,Positive
Upasani Maharaj Ashram,0.1385,0.2907,20,Positive
Ramkrishna Mission,0.1384,0.4351,4,Positive
Doddanekundi Lake,0.1383,0.6362,5,Positive
Bedi Hanuman Temple,0.1383,0.4403,37,Positive
Lohagarh Fort,0.1382,0.4712,89,Positive
Diwan-i-Am,0.1381,0.3739,15,Positive
Nalanda Archaeological Museum,0.138,0.393,45,Positive
Darya Khan's Tomb,0.1379,0.419,11,Positive
Tomb of Adham Khan,0.1379,0.5655,10,Positive
Matha Kuar Shrine,0.1378,0.3906,8,Positive
Gurudwara Sri Guru Singh Sabha,0.1376,0.5002,8,Positive
Laser Tag Manipal,0.1376,0.314,6,Positive
Machail Chandi Mata Temple,0.1375,0.35,4,Positive
Sant Janabai Temple,0.1375,0.3958,2,Positive
Chennai Gurudwara Sahib,0.1375,0.4167,2,Positive
Ulloor Sree Balasubramanya Swami Temple,0.1375,0.15,2,Positive
Mahima Gadi Temple,0.1375,0.725,1,Positive
Ananta Spa MGM,0.1375,0.4058,2,Positive
Anandi Swami Temple,0.1375,0.3125,2,Positive
Kadiri Lakshmi Narasimha Swamy,0.1374,0.4182,6,Positive
Idumban Temple,0.1374,0.4059,16,Positive
Dhankar Lake,0.1373,0.5467,25,Positive
Lake Town Clock Tower,0.1372,0.4072,14,Positive
Jambu Dwip,0.1372,0.451,26,Positive
Bamanghal,0.1372,0.5263,6,Positive
India-Bangladesh Friendship Gate,0.137,0.4682,11,Positive
Durgam Cheruvu Lake,0.137,0.5483,59,Positive
Takht Mahal,0.1366,0.451,13,Positive
Maya Devi Temple,0.1366,0.3518,36,Positive
Spread Eagle Falls,0.1365,0.4629,12,Positive
Sun temple museum,0.1364,0.4545,1,Positive
Wonder Mountain Valley Resort,0.1364,0.4545,1,Positive
The Tropical Botanical Garden & Research Institute,0.1364,0.5,1,Positive
Mousuni Island Boat Services,0.1364,0.4545,1,Positive
ISN Ranthambore NP Trips,0.1364,0.2822,41,Positive
Dai Ka Mahal,0.1363,0.3502,13,Positive
Gujarat Technological University,0.1363,0.4524,7,Positive
Balkeshwar Mandir,0.1363,0.3506,7,Positive
Kala Gaura Bhairav Temple,0.1361,0.4533,3,Positive
Anantashayana Vishnu,0.1361,0.3248,4,Positive
Varah Mandir,0.1361,0.3806,3,Positive
Swarna Jayanti Park,0.136,0.5021,4,Positive
Shree Shantadurga Fatarfekarin Temple,0.1358,0.3064,4,Positive
Kandiyoor Sree Mahadeva Temple,0.1358,0.5944,4,Positive
Magen Aboth Synagogue,0.1358,0.3758,5,Positive
Benimadhav Temple,0.1358,0.4998,11,Positive
Mirage Art Gallery,0.1357,0.5046,4,Positive
St. Thomas Syro-Malabar Catholic Church,0.1352,0.5343,3,Positive
Wisteria Little Free Library,0.1352,0.5079,3,Positive
Taptapani,0.1351,0.5739,20,Positive
Tamilnadu Science and Technology Centres,0.1351,0.4824,18,Positive
Baba Biswanath Mandir,0.1351,0.4499,4,Positive
Matri Dei Cathedral,0.135,0.4054,10,Positive
Kachugaon Game Reserve,0.135,0.34,2,Positive
Little Andaman Island,0.135,0.5121,23,Positive
Anjana Fort,0.135,0.295,1,Positive
Kallai River,0.1349,0.5306,19,Positive
Center One Mall,0.1347,0.512,9,Positive
Suparsha Cave,0.1347,0.4319,4,Positive
Our Lady of Lourde's Roman Catholic Latin Church,0.1346,0.3745,4,Positive
Shri Chitrapur Math,0.1346,0.3661,5,Positive
Muchalinda Lake,0.1345,0.4477,51,Positive
Poompuhar Beach,0.1345,0.487,26,Positive
Tsarap Chu River,0.1344,0.54,3,Positive
"Neeb Karori Baba Ashram, Kakrighat",0.1342,0.4124,7,Positive
Rozi Port,0.1342,0.4785,12,Positive
Siyot Caves,0.134,0.5046,12,Positive
Parsi Fire Temple Khamasa Gate,0.134,0.3733,4,Positive
Kamadgiri Temple,0.1339,0.3615,25,Positive
Tai Ahom Museum,0.1338,0.4519,9,Positive
Rudranath Temple,0.1338,0.4024,15,Positive
Amrakh Mahadev,0.1337,0.4021,4,Positive
